City,Timestamp,Text,Sentiment
Chennai,2023-02-09 03:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.24
Delhi,2023-08-27 08:00:00,Can the city please fix the signals? It's causing chaos.,-0.78
Delhi,2023-05-25 19:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.94
Chennai,2023-04-13 04:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.67
Bangalore,2023-02-21 14:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.67
Chennai,2023-02-08 01:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.54
Delhi,2023-09-06 12:00:00,Traffic is moving smoothly this morning.,0.45
Chennai,2023-04-17 08:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.66
Delhi,2023-07-12 06:00:00,Can the city please fix the signals? It's causing chaos.,-0.72
Chennai,2023-02-07 22:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.28
Chennai,2023-10-08 21:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.54
Mumbai,2023-06-19 04:00:00,Can the city please fix the signals? It's causing chaos.,-0.66
Delhi,2023-02-15 08:00:00,Can the city please fix the signals? It's causing chaos.,-0.63
Delhi,2023-02-18 15:00:00,Huge pothole caused a bike crash just now.,-0.87
Mumbai,2023-09-17 11:00:00,Traffic is moving smoothly this morning.,0.55
Hyderabad,2023-12-04 09:00:00,Can the city please fix the signals? It's causing chaos.,-0.77
Delhi,2023-01-27 20:00:00,Huge pothole caused a bike crash just now.,-0.93
Delhi,2023-12-02 15:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.35
Bangalore,2023-06-13 23:00:00,Huge pothole caused a bike crash just now.,-0.99
Mumbai,2023-07-27 02:00:00,Huge pothole caused a bike crash just now.,-0.88
Bangalore,2023-01-03 08:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.92
Bangalore,2023-03-11 15:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.36
Chennai,2023-01-27 16:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.55
Delhi,2023-08-03 17:00:00,Huge pothole caused a bike crash just now.,-0.93
Delhi,2023-07-03 12:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Hyderabad,2023-10-12 02:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.29
Hyderabad,2023-04-18 19:00:00,Drunk driver caught by police before causing harm. Good job.,0.36
Hyderabad,2023-07-19 18:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.69
Bangalore,2023-06-26 22:00:00,Drunk driver caught by police before causing harm. Good job.,0.44
Hyderabad,2023-04-17 06:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.61
Chennai,2023-03-06 12:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.58
Bangalore,2023-05-28 00:00:00,Traffic is moving smoothly this morning.,0.49
Mumbai,2023-07-09 00:00:00,Drunk driver caught by police before causing harm. Good job.,0.46
Chennai,2023-01-08 10:00:00,Visibility is zero because of the fog. Very dangerous.,-0.83
Hyderabad,2023-06-15 16:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.57
Chennai,2023-06-15 17:00:00,Drunk driver caught by police before causing harm. Good job.,0.47
Delhi,2023-12-31 22:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.36
Mumbai,2023-05-29 05:00:00,Traffic is moving smoothly this morning.,0.45
Delhi,2023-02-01 12:00:00,Another accident due to poor lighting on the main road.,-0.79
Hyderabad,2023-01-20 13:00:00,Drunk driver caught by police before causing harm. Good job.,0.47
Delhi,2023-02-21 23:00:00,Visibility is zero because of the fog. Very dangerous.,-0.75
Mumbai,2023-06-24 18:00:00,Another accident due to poor lighting on the main road.,-0.73
Delhi,2023-03-17 01:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Delhi,2023-03-10 04:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.29
Bangalore,2023-12-14 03:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.56
Bangalore,2023-03-09 20:00:00,Can the city please fix the signals? It's causing chaos.,-0.74
Hyderabad,2023-03-16 08:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.37
Delhi,2023-05-03 00:00:00,Huge pothole caused a bike crash just now.,-0.86
Mumbai,2023-12-26 01:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.68
Hyderabad,2023-03-08 14:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.29
Bangalore,2023-12-11 05:00:00,Huge pothole caused a bike crash just now.,-0.93
Chennai,2023-11-25 18:00:00,Another accident due to poor lighting on the main road.,-0.76
Delhi,2023-04-30 10:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.28
Chennai,2023-07-14 03:00:00,Visibility is zero because of the fog. Very dangerous.,-0.86
Hyderabad,2023-05-24 23:00:00,Traffic is moving smoothly this morning.,0.48
Bangalore,2023-09-07 12:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.52
Chennai,2023-10-03 19:00:00,Drunk driver caught by police before causing harm. Good job.,0.42
Chennai,2023-07-05 06:00:00,Another accident due to poor lighting on the main road.,-0.72
Delhi,2023-01-02 17:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.57
Mumbai,2023-01-21 19:00:00,Visibility is zero because of the fog. Very dangerous.,-0.85
Mumbai,2023-05-02 12:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.3
Bangalore,2023-04-07 03:00:00,Visibility is zero because of the fog. Very dangerous.,-0.81
Mumbai,2023-03-25 13:00:00,Drunk driver caught by police before causing harm. Good job.,0.45
Delhi,2023-04-12 13:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.34
Hyderabad,2023-11-03 21:00:00,Drunk driver caught by police before causing harm. Good job.,0.44
Hyderabad,2023-08-21 06:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.26
Delhi,2023-04-10 16:00:00,Another accident due to poor lighting on the main road.,-0.84
Delhi,2023-03-27 19:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.36
Delhi,2023-03-24 16:00:00,Huge pothole caused a bike crash just now.,-0.9
Hyderabad,2023-02-12 06:00:00,Can the city please fix the signals? It's causing chaos.,-0.76
Bangalore,2023-03-25 06:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.62
Mumbai,2023-09-06 21:00:00,Traffic is moving smoothly this morning.,0.58
Mumbai,2023-01-22 23:00:00,Traffic is moving smoothly this morning.,0.46
Bangalore,2023-03-29 09:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.36
Bangalore,2023-03-21 08:00:00,Visibility is zero because of the fog. Very dangerous.,-0.81
Hyderabad,2023-01-14 16:00:00,Huge pothole caused a bike crash just now.,-0.88
Bangalore,2023-04-27 22:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.64
Hyderabad,2023-03-22 22:00:00,Huge pothole caused a bike crash just now.,-0.96
Mumbai,2023-08-24 08:00:00,Can the city please fix the signals? It's causing chaos.,-0.62
Delhi,2023-06-25 17:00:00,Huge pothole caused a bike crash just now.,-0.86
Hyderabad,2023-08-17 16:00:00,Can the city please fix the signals? It's causing chaos.,-0.64
Hyderabad,2023-02-10 23:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.63
Bangalore,2023-01-17 18:00:00,Can the city please fix the signals? It's causing chaos.,-0.69
Bangalore,2023-07-05 18:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.6
Chennai,2023-04-05 11:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.36
Delhi,2023-12-24 21:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.7
Chennai,2023-01-03 17:00:00,Another accident due to poor lighting on the main road.,-0.79
Hyderabad,2023-11-05 09:00:00,Traffic is moving smoothly this morning.,0.48
Chennai,2023-08-22 09:00:00,Can the city please fix the signals? It's causing chaos.,-0.77
Bangalore,2023-11-14 03:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Chennai,2023-07-07 20:00:00,Can the city please fix the signals? It's causing chaos.,-0.79
Hyderabad,2023-11-23 12:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.27
Mumbai,2023-03-13 14:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.33
Bangalore,2023-03-08 21:00:00,Traffic is moving smoothly this morning.,0.58
Mumbai,2023-02-22 03:00:00,Can the city please fix the signals? It's causing chaos.,-0.73
Bangalore,2023-07-30 05:00:00,Another accident due to poor lighting on the main road.,-0.87
Chennai,2023-12-04 13:00:00,Visibility is zero because of the fog. Very dangerous.,-0.72
Hyderabad,2023-09-17 00:00:00,Traffic is moving smoothly this morning.,0.59
Chennai,2023-06-10 18:00:00,Traffic is moving smoothly this morning.,0.5
Chennai,2023-05-08 06:00:00,Traffic is moving smoothly this morning.,0.43
Delhi,2023-05-28 10:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.4
Delhi,2023-06-13 08:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.2
Bangalore,2023-11-21 02:00:00,Huge pothole caused a bike crash just now.,-0.94
Delhi,2023-01-31 22:00:00,Drunk driver caught by police before causing harm. Good job.,0.31
Bangalore,2023-03-18 22:00:00,Huge pothole caused a bike crash just now.,-0.84
Mumbai,2023-01-23 19:00:00,Can the city please fix the signals? It's causing chaos.,-0.66
Delhi,2023-07-30 17:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.58
Mumbai,2023-07-06 07:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.37
Chennai,2023-07-06 05:00:00,Traffic is moving smoothly this morning.,0.52
Hyderabad,2023-05-25 14:00:00,Drunk driver caught by police before causing harm. Good job.,0.31
Chennai,2023-08-13 20:00:00,Traffic is moving smoothly this morning.,0.46
Delhi,2023-09-17 13:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.61
Mumbai,2023-12-04 23:00:00,Drunk driver caught by police before causing harm. Good job.,0.4
Mumbai,2023-01-21 23:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.68
Hyderabad,2023-05-31 09:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.63
Bangalore,2023-11-07 20:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.38
Bangalore,2023-09-18 15:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.69
Mumbai,2023-05-12 18:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.57
Delhi,2023-02-01 14:00:00,Huge pothole caused a bike crash just now.,-0.86
Delhi,2023-05-31 18:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.64
Mumbai,2023-11-04 06:00:00,Visibility is zero because of the fog. Very dangerous.,-0.84
Delhi,2023-05-16 02:00:00,Another accident due to poor lighting on the main road.,-0.89
Bangalore,2023-01-21 21:00:00,Huge pothole caused a bike crash just now.,-0.98
Mumbai,2023-06-28 11:00:00,Huge pothole caused a bike crash just now.,-0.98
Chennai,2023-09-25 16:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Mumbai,2023-07-18 13:00:00,Visibility is zero because of the fog. Very dangerous.,-0.81
Mumbai,2023-07-03 20:00:00,Traffic is moving smoothly this morning.,0.42
Bangalore,2023-09-25 07:00:00,Another accident due to poor lighting on the main road.,-0.83
Bangalore,2023-01-11 18:00:00,Another accident due to poor lighting on the main road.,-0.85
Chennai,2023-03-09 14:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.56
Delhi,2023-02-03 10:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Mumbai,2023-02-23 10:00:00,Another accident due to poor lighting on the main road.,-0.88
Delhi,2023-12-30 13:00:00,Drunk driver caught by police before causing harm. Good job.,0.47
Bangalore,2023-05-12 06:00:00,Huge pothole caused a bike crash just now.,-0.95
Mumbai,2023-01-19 12:00:00,Visibility is zero because of the fog. Very dangerous.,-0.71
Bangalore,2023-01-06 20:00:00,Drunk driver caught by police before causing harm. Good job.,0.34
Delhi,2023-06-12 11:00:00,Another accident due to poor lighting on the main road.,-0.73
Delhi,2023-01-19 15:00:00,Drunk driver caught by police before causing harm. Good job.,0.48
Mumbai,2023-04-06 04:00:00,Drunk driver caught by police before causing harm. Good job.,0.33
Bangalore,2023-01-17 17:00:00,Can the city please fix the signals? It's causing chaos.,-0.64
Mumbai,2023-04-01 09:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Hyderabad,2023-01-18 23:00:00,Visibility is zero because of the fog. Very dangerous.,-0.77
Delhi,2023-03-07 10:00:00,Huge pothole caused a bike crash just now.,-0.92
Mumbai,2023-02-20 21:00:00,Huge pothole caused a bike crash just now.,-0.84
Bangalore,2023-10-30 03:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.69
Hyderabad,2023-11-01 19:00:00,Another accident due to poor lighting on the main road.,-0.87
Mumbai,2023-11-16 14:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.27
Hyderabad,2023-11-26 05:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Mumbai,2023-06-06 23:00:00,Can the city please fix the signals? It's causing chaos.,-0.66
Delhi,2023-05-12 19:00:00,Can the city please fix the signals? It's causing chaos.,-0.75
Bangalore,2023-04-09 09:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.67
Delhi,2023-08-07 08:00:00,Drunk driver caught by police before causing harm. Good job.,0.35
Hyderabad,2023-12-30 13:00:00,Visibility is zero because of the fog. Very dangerous.,-0.73
Mumbai,2023-05-23 17:00:00,Another accident due to poor lighting on the main road.,-0.89
Hyderabad,2023-02-05 05:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.26
Bangalore,2023-08-28 04:00:00,Huge pothole caused a bike crash just now.,-1.0
Chennai,2023-08-07 15:00:00,Drunk driver caught by police before causing harm. Good job.,0.42
Chennai,2023-04-30 21:00:00,Drunk driver caught by police before causing harm. Good job.,0.39
Chennai,2023-02-04 00:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.6
Mumbai,2023-03-10 08:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.98
Bangalore,2023-04-25 20:00:00,Another accident due to poor lighting on the main road.,-0.76
Mumbai,2023-04-23 06:00:00,Can the city please fix the signals? It's causing chaos.,-0.71
Hyderabad,2023-04-02 01:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.27
Mumbai,2023-08-10 12:00:00,Visibility is zero because of the fog. Very dangerous.,-0.77
Chennai,2023-01-09 02:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.28
Mumbai,2023-06-16 23:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.32
Hyderabad,2023-07-25 01:00:00,Visibility is zero because of the fog. Very dangerous.,-0.71
Mumbai,2023-08-05 03:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.59
Delhi,2023-01-01 21:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.55
Chennai,2023-04-03 21:00:00,Visibility is zero because of the fog. Very dangerous.,-0.72
Mumbai,2023-04-21 13:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Hyderabad,2023-04-16 06:00:00,Can the city please fix the signals? It's causing chaos.,-0.79
Chennai,2023-07-20 22:00:00,Drunk driver caught by police before causing harm. Good job.,0.39
Mumbai,2023-06-24 11:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.97
Bangalore,2023-11-29 01:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.56
Delhi,2023-01-28 17:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.62
Bangalore,2023-11-15 05:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.56
Mumbai,2023-10-30 16:00:00,Can the city please fix the signals? It's causing chaos.,-0.6
Bangalore,2023-07-09 13:00:00,Traffic is moving smoothly this morning.,0.56
Bangalore,2023-10-27 18:00:00,Another accident due to poor lighting on the main road.,-0.73
Chennai,2023-05-14 06:00:00,Another accident due to poor lighting on the main road.,-0.82
Delhi,2023-07-10 00:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.61
Mumbai,2023-02-17 18:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Hyderabad,2023-06-08 19:00:00,Huge pothole caused a bike crash just now.,-0.92
Hyderabad,2023-09-25 08:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.65
Chennai,2023-02-17 14:00:00,Traffic is moving smoothly this morning.,0.51
Mumbai,2023-12-23 02:00:00,Drunk driver caught by police before causing harm. Good job.,0.39
Mumbai,2023-06-20 11:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.64
Delhi,2023-09-10 10:00:00,Another accident due to poor lighting on the main road.,-0.83
Delhi,2023-08-17 11:00:00,Roads are extremely slippery due to rain. Drive safe.,-0.28
Hyderabad,2023-01-27 22:00:00,Huge pothole caused a bike crash just now.,-0.84
Delhi,2023-07-21 01:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.66
Hyderabad,2023-09-11 09:00:00,Visibility is zero because of the fog. Very dangerous.,-0.81
Chennai,2023-07-04 12:00:00,Can the city please fix the signals? It's causing chaos.,-0.63
Bangalore,2023-06-16 02:00:00,Huge pothole caused a bike crash just now.,-0.95
Bangalore,2023-12-24 15:00:00,Huge pothole caused a bike crash just now.,-0.88
Mumbai,2023-03-11 15:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Hyderabad,2023-01-30 14:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.55
Chennai,2023-01-14 06:00:00,Severe accident on the bypass road. Ambulances rushing.,-1.0
Mumbai,2023-01-02 03:00:00,Huge pothole caused a bike crash just now.,-0.87
Delhi,2023-01-03 16:00:00,Huge pothole caused a bike crash just now.,-0.95
Mumbai,2023-02-19 12:00:00,Terrible traffic near the highway intersection today. Avoid!,-0.58
Hyderabad,2023-06-27 15:00:00,Severe accident on the bypass road. Ambulances rushing.,-0.94
Chennai,2023-07-01 03:00:00,Visibility is zero because of the fog. Very dangerous.,-0.88
Chennai,2023-01-10 15:00:00,Traffic is moving smoothly this morning.,0.46
Bangalore,2023-11-03 01:00:00,Huge pothole caused a bike crash just now.,-0.84
